'Nachname';'Vorname';'Geburtsjahr';'Partei (trim)';'Partei-Nr';'Land (Trim)';'Land-Nr.';'Platz';'Wahlkreis - Nr.'
'Münd';'Hans-Joachim';1962;'REP';14;'Hessen';7;' 9 ';'  '
'Munk';'Margit';1984;'CSU';8;'Bayern';2;' 30 ';'  '
'Münster';'Arno';1956;'SPD';29;'Hamburg';6;' 7 ';'  '
'Müntefering';'Franz';1940;'SPD';29;'Nordrhein-Westfalen';10;' 1 ';'  '
'Münz';'Susanne';1967;'K:Münz';30;;;;58
'Münz';'Volkmar';1965;'K:Münz';30;;;;18
'Munzel';'Enno';1990;'K:Munzel';30;;;;80
'Murmann';'Dr. Philipp';1964;'CDU';6;'Schleswig-Holstein';15;' 10 ';6
'Musil';'Michael';1947;'GRÜNE';4;;;;205
'Mutlu';'Özcan';1968;'GRÜNE';4;'Berlin';3;' 4 ';'  '
'Mützenich';'Dr. Rolf';1959;'SPD';29;'Nordrhein-Westfalen';10;' 67 ';96
'Mynter';'Ralf';1960;'NPD';22;;;;251
'Nagel';'Christof';1986;'CDU';6;'Baden-Württemberg';1;' 47 ';'  '
'Nagel';'Erich';1941;'K:Nagel';30;;;;31
'Nagel';'Otto';1942;'NPD';22;;;;263
'Nägle';'Georg ';1964;'K:Nägle';30;;;;84
'Nagler';'Mike';1978;'DIE LINKE';13;'Sachsen';13;' 12 ';154
'Nahles';'Andrea';1970;'SPD';29;'Rheinland-Pfalz';11;' 1 ';199
'Narayan';'Renate';1943;'ödp';23;;;;132
'Nass';'Jürgen';1973;'K:Nass';30;;;;270
'Nassauer';'Traugott';1949;'MLPD';20;'Rheinland-Pfalz';11;' 2 ';'  '
'Naterski';'Denny';1980;'NPD';22;'Niedersachsen';9;' 6 ';'  '
'Naumann';'Kersten';1958;'DIE LINKE';13;'Thüringen';16;' 3 ';191
'Naumann';'Peter';1952;'NPD';22;;;;162
'Naumann';'Ralph Otto';1961;'K:Naumann';30;;;;84
'Nehring';'Horst-Bruno';1946;'PBC';24;'Baden-Württemberg';1;' 6 ';'  '
'Neidlein';'Alexander';1975;'NPD';22;;;;291
'Neskovic';'Wolfgang';1948;'DIE LINKE';13;'Brandenburg';4;' 4 ';65
'Nestle';'Ingrid';1977;'GRÜNE';4;'Schleswig-Holstein';15;' 1 ';1
'Nestmann';'Günther';1943;'REP';14;'Berlin';3;' 4 ';'  '
'Neubaur';'Mona';1977;'GRÜNE';4;;;;107
'Neudorfer';'Reinhard';1946;'DIE LINKE';13;'Baden-Württemberg';1;' 10 ';264
'Neumaier';'Anton';1947;'BP';3;'Bayern';2;' 31 ';'  '
'Neumann';'Bernd Otto';1942;'CDU';6;'Bremen';5;' 1 ';56
'Neumann';'Björn';1978;'DVU';11;'Hamburg';6;' 2 ';'  '
'Neumann';'Dr. Peter';1956;'CDU';6;'Baden-Württemberg';1;' 54 ';'  '
'Neumann';'Jürgen';1945;'NPD';22;;;;47
'Neumann';'Prof. Dr. Martin';1956;'FDP';17;'Brandenburg';4;' 2 ';65
'Neumann';'Reiner';1971;'GRÜNE';4;'Nordrhein-Westfalen';10;' 28 ';116
'Neumann';'Ute Vibeke';1954;'K:Neumann';30;;;;46
'Neumayer';'Anja';1976;'BP';3;'Bayern';2;' 32 ';'  '
'Neumayer';'Dr. Franz Josef';1953;'FDP';17;'Bayern';2;' 40 ';'  '
'Neuner';'Andreas';1968;'FDP';17;'Bayern';2;' 38 ';244
'Neuschwander';'Thomas Ulrich';1965;'FAMILIE';16;'Saarland';12;' 2 ';'  '
'Ney';'Jürgen';1940;'REP';14;'Nordrhein-Westfalen';10;' 8 ';'  '
'Nianur';'Narziss';1964;'MLPD';20;'Hamburg';6;' 4 ';'  '
'Niazi-Shahabi';'Vera';1950;'DIE LINKE';13;;;;22
'Nickel';'Erika';1950;'CDU';6;'Rheinland-Pfalz';11;' 32 ';'  '
'Nickel';'Margarete';1946;'FAMILIE';16;'Rheinland-Pfalz';11;' 1 ';209
'Nickel';'Otto Lothar';1937;'FAMILIE';16;'Rheinland-Pfalz';11;' 8 ';'  '
'Nicklis';'Gabriele Monika Karin';1957;'PBC';24;'Rheinland-Pfalz';11;' 4 ';'  '
'Nickoleit';'Reinhard Erich';1947;'RRP';27;'Bayern';2;' 20 ';'  '
'Niebel';'Dirk';1963;'FDP';17;'Baden-Württemberg';1;' 2 ';274
'Niederländer';'Josef';1950;'CM';7;'Bayern';2;' 4 ';'  '
'Niedermayr';'Franz';1960;'FDP';17;'Bayern';2;' 35 ';215
'Niedermeier';'Kornelia';1965;'Volksabst.';1;'Baden-Württemberg';1;' 3 ';'  '
'Nier';'Gerd';1947;'DIE LINKE';13;'Niedersachsen';9;' 8 ';54
'Nietan';'Dietmar';1964;'SPD';29;'Nordrhein-Westfalen';10;' 11 ';91
'Niggemann';'Werner';1949;'MLPD';20;'Hamburg';6;' 5 ';'  '
'Nink';'Manfred';1950;'SPD';29;'Rheinland-Pfalz';11;' 7 ';204
'Nissen';'Ulrike';1959;'SPD';29;'Hessen';7;' 20 ';183
'Nitsche';'Valérie Vivienne';1963;'GRÜNE';4;'Nordrhein-Westfalen';10;' 31 ';'  '
'Nitz';'Inga';1979;'DIE LINKE';13;;;;56
'Noffke';'Franz';1951;'REP';14;;;;237
'Noll';'Michaela';1959;'CDU';6;'Nordrhein-Westfalen';10;' 18 ';105
'Noller';'Maren';1978;'FDP';17;'Bremen';5;' 3 ';'  '
'Nolte';'Veronika';1955;'SPD';29;'Nordrhein-Westfalen';10;' 62 ';'  '
'Nord';'Thomas';1957;'DIE LINKE';13;'Brandenburg';4;' 2 ';64
'Notz von';'Dr. Konstantin';1971;'GRÜNE';4;'Schleswig-Holstein';15;' 2 ';10
'Nou';'Dominique Julien';1987;'SPD';29;'Bayern';2;' 52 ';'  '
'Nouripour';'Omid';1975;'GRÜNE';4;'Hessen';7;' 2 ';183
'Nowak';'Janus';1978;'NPD';22;'Baden-Württemberg';1;' 2 ';260
'Nowak';'Kim';1983;'REP';14;;;;176
'Nowotny';'Dr. Hannedore';1952;'SPD';29;'Bayern';2;' 28 ';246
'Numberger';'Joachim';1959;'REP';14;'Baden-Württemberg';1;' 15 ';'  '
'Nürnberger';'Peter Willy';1949;'NPD';22;'Thüringen';16;' 1 ';'  '
'Nüßlein';'Dr. Arnulf';1937;'GRÜNE';4;;;;39
'Nüßlein';'Dr. Georg';1969;'CSU';8;;;;255
'Oberhausen';'Erich Volker ';1959;'CDU';6;'Saarland';12;' 22 ';'   '
'Oberlack';'Dr. Hans Günther';1956;'FDP';17;'Brandenburg';4;' 10 ';'  '
'Obermeier';'Franz';1946;'CSU';8;;;;215
'Oberscheid';'Marc-Ernst';1962;'FDP';17;'Baden-Württemberg';1;' 36 ';294
'Obieray';'Monika';1952;'GRÜNE';4;'Schleswig-Holstein';15;' 5 ';'  '
'Och';'Tanja';1974;'ödp';23;'Bayern';2;' 29 ';240
'Odenthal';'Holger';1967;'NPD';22;;;;154
'Oelke';'Kay';1959;'NPD';22;'Schleswig-Holstein';15;' 5 ';10
'Oelmayer';'Thomas';1954;'GRÜNE';4;;;;292
'Oettler';'Frank';1966;'MLPD';20;'Sachsen-Anhalt';14;' 3 ';73
'Oetzel';'Dirk';1970;'SPD';29;'Hessen';7;' 36 ';'  '
'Offermann';'Rolf';1960;'FDP';17;'Brandenburg';4;' 5 ';64
'Ofori';'Silvia';1956;'DIE LINKE';13;;;;268
'Ohnemüller';'René';1968;'FAMILIE';16;'Bayern';2;' 8 ';242
'Olbrich-Tripp';'Elke';1956;'GRÜNE';4;;;;151
'Oldenburg';'Heinrich Herbert';1941;'FAMILIE';16;'Nordrhein-Westfalen';10;' 5 ';'  '
'Ollert';'Ralf Günther Josef';1960;'NPD';22;'Bayern';2;' 1 ';'  '
'Opitz';'Klaus';1942;'REP';14;'Hessen';7;' 8 ';178
'Opitz';'Wilfried';1951;'REP';14;'Brandenburg';4;' 5 ';'  '
'Oppermann';'Thomas';1954;'SPD';29;'Niedersachsen';9;' 5 ';54
'Ortel';'Holger';1951;'SPD';29;'Niedersachsen';9;' 9 ';29
'Oschmann';'Lutz';1948;'GRÜNE';4;;;;5
'Osinski';'Petra';1944;'GRÜNE';4;'Hamburg';6;' 5 ';22
'Oßwald';'Lukas';1966;'DIE LINKE';13;;;;283
'Ostendorff';'Friedrich';1953;'GRÜNE';4;'Nordrhein-Westfalen';10;' 14 ';145
'Östereich';'Cornelia';1961;'SPD';29;'Schleswig-Holstein';15;' 13 ';'  '
'Ostertag';'Olaf Michael';1969;'DIE LINKE';13;'Berlin';3;' 8 ';80
'Ostheimer';'Dr. Volker';1968;'SPD';29;'Saarland';12;' 20 ';'  '
'Oswald';'Eduard';1947;'CSU';8;;;;253
'Ott';'Dr. Hermann';1961;'GRÜNE';4;'Nordrhein-Westfalen';10;' 12 ';103
'Otte';'Henning';1968;'CDU';6;'Niedersachsen';9;' 19 ';45
'Ottmar';'Matthias';1981;'REP';14;'Hessen';7;' 7 ';182
'Otto';'Birgit';1957;'CDU';6;'Hessen';7;' 26 ';'  '
'Otto';'Hans-Joachim';1952;'FDP';17;'Hessen';7;' 4 ';182
'Otto';'Stephanie Irmgard Gertrud';1963;'GRÜNE';4;;;;202
'Özdemir';'Cem';1965;'GRÜNE';4;;;;258
'Özoguz';'Aydan';1967;'SPD';29;'Hamburg';6;' 2 ';'  '
'Pabsch';'Severin ';1988;'SPD';29;'Hamburg';6;' 9 ';'   '
'Panetta';'Rodolfo';1952;'REP';14;'Baden-Württemberg';1;' 4 ';'  '
'Pannicke';'Rolf';1969;'DIE LINKE';13;;;;227
'Panzer';'Karsten';1970;'NPD';22;;;;235
'Parbs';'Eva Anna';1948;'FDP';17;'Hamburg';6;' 10 ';'  '
'Parr';'Andreas';1971;'SPD';29;'Bayern';2;' 31 ';247
'Päßler';'Eveline';1963;'CDU';6;'Saarland';12;' 11 ';'  '
'Pastörs';'Udo';1952;'NPD';22;'Mecklenburg-Vorpommern';8;' 1 ';13
'Pätzold';'Ulrich';1959;'NPD';22;;;;165
'Pau';'Petra';1963;'DIE LINKE';13;'Berlin';3;' 2 ';86
'Paul';'Dr. Michael';1964;'CDU';6;'Nordrhein-Westfalen';10;' 55 ';95
'Paula';'Heinz';1951;'SPD';29;'Bayern';2;' 7 ';252
'Paule';'Stephan';1977;'CDU';6;'Hessen';7;' 42 ';'  '
'Pauli';'Wolfgang Ludwig Max';1936;'DIE LINKE';13;;;;140
'Paus';'Elisabeth';1968;'GRÜNE';4;'Berlin';3;' 3 ';81
'Pauser';'Eva';1983;'CDU';6;'Rheinland-Pfalz';11;' 26 ';'  '
'Pavlicek';'Anke';1977;'GRÜNE';4;'Hessen';7;' 11 ';168
'Pawelski';'Rita';1948;'CDU';6;'Niedersachsen';9;' 9 ';42
'Pecha';'Alfred';1959;'FDP';17;'Bayern';2;' 55 ';225
'Peddinghaus';'Dirk';1962;'SPD';29;'Schleswig-Holstein';15;' 21 ';'  '
'Pehle';'Irmgard';1953;'GRÜNE';4;'Nordrhein-Westfalen';10;' 17 ';134
'Peiker';'Christian';1984;'DIE LINKE';13;;;;213
'Pelick';'Marie-Luise';1964;'REP';14;'Nordrhein-Westfalen';10;' 11 ';'  '
'Pellmann';'Bernd-Dieter';1942;'RENTNER';28;'Nordrhein-Westfalen';10;' 4 ';'  '
'Pentz von';'Dorit Emmy Beate';1950;'MLPD';20;'Niedersachsen';9;' 4 ';'  '
'Pentz von';'Hannes';1979;'MLPD';20;'Niedersachsen';9;' 1 ';'  '
'Penzler';'Wolfgang';1943;'Tierschutz';21;'Hessen';7;' 2 ';'  '
'Perrefort';'Bernhard';1954;'DIE LINKE';13;;;;128
'Perschewski';'Rainer';1963;'DKP';10;'Berlin';3;' 1 ';83
'Perschl';'Josef';1954;'BüSo';5;'Bayern';2;' 9 ';'  '
'Perteck';'David';1977;'ödp';23;'Hamburg';6;' 1 ';23
'Peter';'Jürgen';1956;'K:Peter';30;;;;3
'Petereit';'David';1981;'NPD';22;'Mecklenburg-Vorpommern';8;' 4 ';'  '
'Petermann';'Jens';1963;'DIE LINKE';13;'Thüringen';16;' 6 ';197
'Peters';'Frank';1966;'GRÜNE';4;'Rheinland-Pfalz';11;' 8 ';209
'Peters';'Martin';1983;'SPD';29;'Nordrhein-Westfalen';10;' 31 ';89
'Petersdorf';'Klaus Günter';1964;'PIRATEN';26;'Schleswig-Holstein';15;' 1 ';'  '
'Petersen';'Jörg';1960;'FDP';17;;;;1
'Petersen';'Olaf';1965;'K:Petersen';30;;;;169
'Petry';'Christian';1965;'SPD';29;'Saarland';12;' 31 ';'  '
'Petters';'Anke';1960;'GRÜNE';4;;;;78
'Petzold';'Harald';1962;'DIE LINKE';13;'Brandenburg';4;' 6 ';59
'Petzold';'Karsten';1962;'DVU';11;'Brandenburg';4;' 4 ';'  '
'Petzold';'Ulrich';1951;'CDU';6;'Sachsen-Anhalt';14;' 4 ';71
'Peuschel';'Markus';1975;'K:Peuschel';30;;;;165
'Pfäfflin';'Andrea';1956;'SPD';29;'Hessen';7;' 25 ';'  '
'Pfannebecker';'Alfred';1955;'DIE LINKE';13;'Saarland';12;' 7 ';297
'Pfau';'Janina';1983;'DIE LINKE';13;'Sachsen';13;' 11 ';167
'Pfeifer';'Klaus';1956;'K:Pfeifer';30;;;;82
'Pfeiffer';'Dr. Joachim';1967;'CDU';6;;;;264
'Pfeiffer';'Michael';1946;'VIOLETTEN';15;'Baden-Württemberg';1;' 5 ';'  '
'Pfeiffer';'Oskar';1933;'DVU';11;'Bayern';2;' 2 ';'  '
'Pfeiffer';'Prof. Dr. Thomas';1961;'CDU';6;'Hessen';7;' 27 ';'  '
'Pfeiffer';'Sibylle';1951;'CDU';6;'Hessen';7;' 6 ';173
'Pfirrmann';'Karl-Heinz Rudolf';1945;'NPD';22;'Rheinland-Pfalz';11;' 9 ';212
'Pfisterer';'Gerhard';1948;'MLPD';20;'Nordrhein-Westfalen';10;' 3 ';143
'Pfisterer';'Tanja';1986;'ödp';23;'Bayern';2;' 30 ';238
'Pfitzer';'Stephan';1984;'NPD';22;'Baden-Württemberg';1;' 6 ';'  '
'Pflug';'Johannes Andreas';1946;'SPD';29;'Nordrhein-Westfalen';10;' 69 ';117
'Philipp';'Beatrix';1945;'CDU';6;'Nordrhein-Westfalen';10;' 12 ';108
'Phlak';'Matthias';1964;'DIE LINKE';13;'Thüringen';16;' 10 ';'  '
'Pichl';'Peter Hartmut';1980;'NPD';22;;;;194
'Pichlmeier';'Erich';1935;'BP';3;'Bayern';2;' 33 ';'  '
'Picker';'Hans Joachim';1938;'RENTNER';28;'Hamburg';6;' 3 ';'  '
'Piehl';'Jochen';1973;'ödp';23;'Rheinland-Pfalz';11;' 6 ';'  '
'Pielsticker';'Siegfried';1943;'RRP';27;'Bayern';2;' 19 ';223
'Pieper';'Cornelia';1959;'FDP';17;'Sachsen-Anhalt';14;' 1 ';73
'Piepgras';'Hans-Heinrich';1961;'PIRATEN';26;'Schleswig-Holstein';15;' 5 ';'  '
'Pietsch';'Britta';1963;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 13 ';112
'Piltz';'Gisela';1964;'FDP';17;'Nordrhein-Westfalen';10;' 2 ';107
'Pinkert';'Thomas';1957;'GRÜNE';4;;;;167
'Pinzke';'Denis';1982;'SPD';29;'Mecklenburg-Vorpommern';8;' 6 ';18
'Piovano';'Christian';1986;'CDU';6;'Baden-Württemberg';1;' 31 ';'  '
'Pitterle';'Richard';1959;'DIE LINKE';13;'Baden-Württemberg';1;' 6 ';260
'Plack';'Sarah';1989;'DIE LINKE';13;'Bayern';2;' 11 ';'  '
'Plate';'Hans';1963;'GRÜNE';4;'Bayern';2;' 14 ';250
'Plessing';'Klaus';1953;'PBC';24;'Bayern';2;' 2 ';'  '
'Plischka';'Eduard';1949;'NPD';22;;;;138
'Ploetz';'Yvonne';1984;'DIE LINKE';13;'Saarland';12;' 3 ';'  '
'Plotzki';'Karsten';1970;'DIE LINKE';13;'Niedersachsen';9;' 28 ';'  '
'Poetsch';'Frederik';1979;'REP';14;;;;187
'Pofalla';'Ronald';1959;'CDU';6;'Nordrhein-Westfalen';10;' 2 ';113
'Pohl';'Markus';1980;'NPD';22;;;;125
'Pohl';'Matthias';1980;'NPD';22;;;;129
'Pohl';'Walter';1953;'BP';3;'Bayern';2;' 34 ';'  '
'Pohlmann';'Wolfgang';1940;'REP';14;'Nordrhein-Westfalen';10;' 3 ';'  '
'Poland';'Christoph';1949;'CDU';6;'Mecklenburg-Vorpommern';8;' 6 ';18
'Polch';'Winfried';1941;'FDP';17;'Nordrhein-Westfalen';10;' 55 ';127
'Polei';'Herbert';1951;'K:Polei';30;;;;81
'Polenz';'Ruprecht';1946;'CDU';6;'Nordrhein-Westfalen';10;' 11 ';130
'Polheim von';'Jörg';1959;'FDP';17;'Nordrhein-Westfalen';10;' 21 ';100
'Pollern von';'Dr. Hans-Ingo';1946;'CDU';6;'Baden-Württemberg';1;' 62 ';'  '
'Polly';'Dirk Thorsten';1971;'PIRATEN';26;'Bayern';2;' 5 ';'  '
'Pols';'Eckhard';1962;'CDU';6;'Niedersachsen';9;' 25 ';38
'Polt';'Matthias';1980;'NPD';22;;;;226
'Polzer';'Helmut';1937;'RRP';27;'Bayern';2;' 1 ';'  '
'Polzer-Storek';'Alice-Sarah';1978;'GRÜNE';4;;;;58
'Ponickau';'Ingo';1982;'PIRATEN';26;'Bayern';2;' 7 ';'  '
'Popp';'Andreas';1983;'PIRATEN';26;'Bayern';2;' 1 ';'  '
'Porray';'Maike';1965;'K:Porray';30;;;;214
'Porsch';'Prof. Dr. Peter';1944;'DIE LINKE';13;;;;152
'Portz';'Dr. Thomas';1965;'CDU';6;'Nordrhein-Westfalen';10;' 51 ';102
'Poschinger-Bray Freiherr von';'Sebastian-Gabriel';1985;'FDP';17;'Bayern';2;' 56 ';'  '
'Poß';'Joachim';1948;'SPD';29;'Nordrhein-Westfalen';10;' 56 ';124
'Post';'Achim';1959;'SPD';29;;;;135
'Post';'Michael';1961;'DIE LINKE';13;;;;207
'Postel';'Michael';1983;'FDP';17;;;;122
'Pothmer';'Brigitte';1955;'GRÜNE';4;'Niedersachsen';9;' 1 ';49
'Pöttering';'Johannes';1977;'CDU';6;'Niedersachsen';9;' 32 ';'  '
'Pozimski';'Helmut';1990;'PIRATEN';26;'Bayern';2;' 6 ';'  '
'Poznanski';'Daniel';1971;'FDP';17;'Nordrhein-Westfalen';10;' 35 ';144
'Pradel';'Timo';1971;'NPD';22;'Nordrhein-Westfalen';10;' 9 ';151
'Präger';'Wilfried';1951;'SPD';29;'Thüringen';16;' 10 ';195
'Pramor';'Karl-Heinz';1946;'BüSo';5;'Nordrhein-Westfalen';10;' 10 ';'  '
'Pranghofer';'Uwe';1962;'FDP';17;'Bayern';2;' 26 ';254
'Preetorius';'Elke';1943;'MLPD';20;'Bayern';2;' 2 ';'  '
'Presch';'Dirk Friedrich';1959;'SPD';29;'Nordrhein-Westfalen';10;' 59 ';'  '
'Preuß';'Friedrich';1943;'NPD';22;;;;52
'Preuß';'Joachim Jürgen';1942;'RRP';27;;;;252
'Price';'Walter';1967;'ödp';23;'Bayern';2;' 31 ';254
'Pricelius';'Peter Jürgen';1938;'REP';14;'Bremen';5;' 1 ';'  '
'Pries';'Christoph';1958;'SPD';29;'Nordrhein-Westfalen';10;' 26 ';127
'Pries';'Michaela';1966;'CDU';6;'Schleswig-Holstein';15;' 3 ';5
'Priesmeier';'Dr. Wilhelm';1954;'SPD';29;'Niedersachsen';9;' 30 ';53
'Progl';'Richard';1979;'BP';3;'Bayern';2;' 35 ';'  '
'Pröhl';'Martin';1935;'Tierschutz';21;'Niedersachsen';9;' 6 ';'  '
'Pröhl';'Wilhelm';1935;'Tierschutz';21;'Niedersachsen';9;' 7 ';'  '
'Pronold';'Florian';1972;'SPD';29;'Bayern';2;' 1 ';230
'Prüll';'Friederike';1963;'Tierschutz';21;'Hessen';7;' 7 ';183
'Prümm';'Max';1978;'CDU';6;'Rheinland-Pfalz';11;' 22 ';'  '
'Przybylo';'Peter';1944;'RENTNER';28;'Nordrhein-Westfalen';10;' 9 ';'  '
'Puckl';'Rudolf';1946;'BP';3;'Bayern';2;' 7 ';'  '
'Puff';'Heinz-Detlev';1957;'SPD';29;'Saarland';12;' 19 ';'  '
'Pühse';'Jens';1972;'NPD';22;'Sachsen';13;' 3 ';153
'Pürsün';'Yanki';1972;'FDP';17;'Hessen';7;' 33 ';'  '
'Pusch';'Alexander';1978;'BüSo';5;'Berlin';3;' 9 ';'  '
'Puttrich';'Lucia';1961;'CDU';6;'Hessen';7;' 14 ';177
'Pütz';'Lasse';1981;'SPD';29;'Nordrhein-Westfalen';10;' 63 ';101
'Putzier';'Jan-Henner';1984;'SPD';29;'Niedersachsen';9;' 52 ';'  '
'Quadfasel';'Guido ';1963;'CDU';6;'Brandenburg';4;' 10 ';57
'Quaquil';'Lars Christoph';1981;'CDU';6;'Niedersachsen';9;' 43 ';'  '
'Quehl';'Stefan';1975;'FDP';17;'Bayern';2;' 43 ';239
'Quellmann';'Dr. Christina';1961;'CDU';6;'Schleswig-Holstein';15;' 28 ';'  '
'Quijano-Burchardt';'Maria Sabina';1962;'GRÜNE';4;'Rheinland-Pfalz';11;' 13 ';'  '
'Raab';'Birgit ';1964;'GRÜNE';4;'Bayern';2;' 17 ';245
'Raab';'Daniela';1975;'CSU';8;'Bayern';2;' 13 ';223
'Raabe';'Dr. Sascha';1968;'SPD';29;'Hessen';7;' 10 ';180
'Raake';'Uwe';1953;'BüSo';5;;;;82
'Raatz';'Dr.-Ing. habil. Simone';1962;'SPD';29;'Sachsen';13;' 6 ';162
'Rabanus';'Martin';1971;'SPD';29;'Hessen';7;' 16 ';178
'Rabel';'Stefan';1964;'CDU';6;'Saarland';12;' 5 ';'  '
'Rachel';'Thomas';1962;'CDU';6;'Nordrhein-Westfalen';10;' 14 ';91
'Rademachers';'Andreas';1985;'FDP';17;'Nordrhein-Westfalen';10;' 31 ';90
'Raderschadt';'Harald';1970;'PBC';24;'Bayern';2;' 6 ';'  '
'Radloff';'Gabriele';1961;'K:Radloff';30;;;;14
'Radomski';'Kerstin';1974;'CDU';6;'Nordrhein-Westfalen';10;' 27 ';115
'Radtke';'Martin';1979;'NPD';22;;;;169
'Radunski';'Helmut';1948;'NPD';22;;;;3
'Radzimanowski';'Dr. Kersten';1948;'NPD';22;'Brandenburg';4;' 4 ';60
'Radziwill';'Ülker';1966;'SPD';29;'Berlin';3;' 9 ';'  '
'Raemdonck van';'Jürgen';1952;'K:Raemdonck van';30;;;;16
'Ragg';'Günther';1957;'NPD';22;;;;288
'Raischl';'Georg';1956;'CM';7;'Bayern';2;' 3 ';'  '
'Ramsauer';'Dr. Peter';1954;'CSU';8;'Bayern';2;' 1 ';225
'Ranfft';'Wolf';1941;'RRP';27;;;;245
'Raschke';'Benjamin';1982;'GRÜNE';4;'Brandenburg';4;' 2 ';63
'Ratajczak';'Dr. Cordula';1964;'GRÜNE';4;'Sachsen';13;' 5 ';157
'Ratanski';'Andreas';1976;'PIRATEN';26;'Sachsen-Anhalt';14;' 3 ';'  '
'Rath';'Martin';1963;'DIE LINKE';13;;;;127
'Ratjen-Damerau';'Dr. Christiane';1954;'FDP';17;'Niedersachsen';9;' 10 ';28
'Ratter';'Ruth';1955;'GRÜNE';4;'Rheinland-Pfalz';11;' 11 ';'  '
'Rätzel';'Raimar';1971;'K:Rätzel';30;;;;65
'Rau';'Doris';1959;'CDU';6;'Hessen';7;' 34 ';'  '
'Rau-Stoll';'Marie-Luise';1950;'SPD';29;'Hessen';7;' 30 ';'  '
'Rauber';'Gabriele Maria';1954;'CDU';6;'Saarland';12;' 12 ';'  '
'Räuschel';'Maria';1936;'BüSo';5;;;;31
'Rauschenbach';'Michael';1966;'REP';14;'Berlin';3;' 3 ';'  '
'Rawert';'Mechthild';1957;'SPD';29;'Berlin';3;' 4 ';82
'Reball';'Siegfried';1954;'NPD';22;;;;133
'Rebmann';'Kai';1982;'PBC';24;;;;279
'Rebmann';'Stefan';1962;'SPD';29;'Baden-Württemberg';1;' 17 ';275
'Rech';'Daniel';1983;'DVU';11;'Rheinland-Pfalz';11;' 3 ';'  '
'Recknagel';'Lutz Rüdiger';1966;'FDP';17;;;;197
'Rectenwald';'Nina';1990;'FDP';17;'Saarland';12;' 12 ';'  '
'Redlhammer-Raback';'Bärbel';1954;'DVU';11;'Brandenburg';4;' 3 ';'  '
'Reetnitz von';'Manfred';1955;'REP';14;'Hessen';7;' 4 ';'  '
'Regehly';'Imanuel';1923;'NPD';22;'Berlin';3;' 7 ';'  '
'Rehahn';'Dr. Thomas';1953;'GRÜNE';4;'Hessen';7;' 22 ';187
'Rehberg';'Eckhardt Harald';1954;'CDU';6;'Mecklenburg-Vorpommern';8;' 2 ';17
'Reiche';'Katherina';1973;'CDU';6;'Brandenburg';4;' 1 ';62
'Reiche';'Sebastian';1983;'NPD';22;;;;192
'Reiche';'Steffen';1960;'SPD';29;'Brandenburg';4;' 5 ';65
'Reichel';'Julia';1972;'Tierschutz';21;;;;182
'Reichel';'Maik';1971;'SPD';29;'Sachsen-Anhalt';14;' 7 ';74
'Reichenbach';'Gerold';1953;'SPD';29;'Hessen';7;' 9 ';184
'Reichenberg';'Marcus';1975;'GRÜNE';4;;;;226
'Reifschneider-Groß';'Brigitte';1951;'FDP';17;'Hessen';7;' 25 ';'  '
'Reimann';'Dr. Carola';1967;'SPD';29;'Niedersachsen';9;' 17 ';51
'Reinders';'Hermann Hans Hajo';1952;'CDU';6;'Niedersachsen';9;' 34 ';'  '
'Reindl';'Rosa Maria';1966;'ödp';23;'Bayern';2;' 10 ';214
'Reinemund';'Dr. Birgit';1959;'FDP';17;'Baden-Württemberg';1;' 11 ';275
'Reinert';'Marion';1976;'NPD';22;'Nordrhein-Westfalen';10;' 10 ';122
'Reinhard';'Johannes';1985;'CSU';8;'Bayern';2;' 53 ';'  '
'Reinhardt';'Fabio';1980;'PIRATEN';26;'Niedersachsen';9;' 3 ';'  '
'Reinhart';'Manfred';1964;'ödp';23;'Bayern';2;' 32 ';242
'Reinhold';'Hagen';1978;'FDP';17;'Mecklenburg-Vorpommern';8;' 2 ';14
'Reinke';'Elke';1958;'DIE LINKE';13;'Sachsen-Anhalt';14;' 7 ';69
'Reinstädtler';'Ralf';1966;'DIE LINKE';13;;;;299
'Reising';'Oliver';1970;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 20 ';'  '
'Reitmeyer';'Hans-Jürgen';1953;'GRÜNE';4;;;;126
'Reitz';'Axel';1983;'NPD';22;'Nordrhein-Westfalen';10;' 11 ';92
'Reker';'Reinhold';1935;'ADM';2;'Baden-Württemberg';1;' 5 ';'  '
'Remmers';'Ingrid Liselotte';1965;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 9 ';'  '
'Renfordt';'Karsten';1963;'DIE LINKE';13;;;;151
'Renner';'Gabriele';1965;'VIOLETTEN';15;'Bayern';2;' 8 ';'  '
'Renner';'Rita';1958;'MLPD';20;'Sachsen-Anhalt';14;' 4 ';'  '
'Renner-Knopp';'Astrid';1969;'CSU';8;'Bayern';2;' 49 ';'  '
'Rennert';'Hans-Jörg';1941;'RRP';27;'Nordrhein-Westfalen';10;' 4 ';'  '
'Renz';'Christine';1975;'Tierschutz';21;'Baden-Württemberg';1;' 2 ';'  '
'Ressmann';'Dr. Wolfgang';1958;'SPD';29;'Rheinland-Pfalz';11;' 13 ';209
'Rettig';'Hans-Jürgen';1950;'K:Rettig';30;;;;61
'Reusch';'Volker';1970;'ZENTRUM';12;'Nordrhein-Westfalen';10;' 4 ';'  '
